state_name,country_name
Pomerania,Poland
Silesia,Poland
Subcarpathia,Poland
Upper Silesia,Poland
Warmia-Masuria,Poland
West Pomerania,Poland
Açores,Portugal
Aveiro,Portugal
Beja,Portugal
Braga,Portugal
Bragança,Portugal
Castelo Branco,Portugal
Coimbra,Portugal
Évora,Portugal
Faro,Portugal
Guarda,Portugal
Leiria,Portugal
Lisbon,Portugal
Madeira,Portugal
Portalegre,Portugal
Porto,Portugal
Santarém,Portugal
Setúbal,Portugal
Viana do Castelo,Portugal
Vila Real,Portugal
Viseu,Portugal
Adjuntas,Puerto Rico
Aguada,Puerto Rico
Aguadilla,Puerto Rico
Aguas Buenas,Puerto Rico
Aibonito,Puerto Rico
Añasco,Puerto Rico
Arecibo,Puerto Rico
Arroyo,Puerto Rico
Barceloneta,Puerto Rico
Barranquitas,Puerto Rico
Bayamón,Puerto Rico
Cabo Rojo,Puerto Rico
Caguas,Puerto Rico
Camuy,Puerto Rico
Canóvanas,Puerto Rico
Carolina,Puerto Rico
Cataño,Puerto Rico
Cayey,Puerto Rico
Ceiba,Puerto Rico
Ciales,Puerto Rico
Cidra,Puerto Rico
Coamo,Puerto Rico
Comerío,Puerto Rico
Corozal,Puerto Rico
Culebra,Puerto Rico
Dorado,Puerto Rico
Fajardo,Puerto Rico
Florida,Puerto Rico
Guánica,Puerto Rico
Guayama,Puerto Rico
Guayanilla,Puerto Rico
Guaynabo,Puerto Rico
Gurabo,Puerto Rico
Hatillo,Puerto Rico
Hormigueros,Puerto Rico
Humacao,Puerto Rico
Isabela,Puerto Rico
Jayuya,Puerto Rico
Juana Díaz,Puerto Rico
Juncos,Puerto Rico
Lajas,Puerto Rico
Lares,Puerto Rico
Las Marías,Puerto Rico
Las Piedras,Puerto Rico
Loíza,Puerto Rico
Luquillo,Puerto Rico
Manatí,Puerto Rico
Maricao,Puerto Rico
Maunabo,Puerto Rico
Mayagüez,Puerto Rico
Moca,Puerto Rico
Morovis,Puerto Rico
Naguabo,Puerto Rico
Naranjito,Puerto Rico
Orocovis,Puerto Rico
Patillas,Puerto Rico
Peñuelas,Puerto Rico
Ponce,Puerto Rico
Quebradillas,Puerto Rico
Rincón,Puerto Rico
Río Grande,Puerto Rico
Sabana Grande,Puerto Rico
Salinas,Puerto Rico
San Germán,Puerto Rico
San Juan,Puerto Rico
San Lorenzo,Puerto Rico
San Sebastián,Puerto Rico
Santa Isabel,Puerto Rico
Toa Alta,Puerto Rico
Toa Baja,Puerto Rico
Trujillo Alto,Puerto Rico
Utuado,Puerto Rico
Vega Alta,Puerto Rico
Vega Baja,Puerto Rico
Vieques,Puerto Rico
Villalba,Puerto Rico
Yabucoa,Puerto Rico
Yauco,Puerto Rico
Al Khor,Qatar
Al Rayyan,Qatar
Al Wakrah,Qatar
Al-Shahaniya,Qatar
Doha,Qatar
Madinat ash Shamal,Qatar
Umm Salal,Qatar
Saint-Benoît,Reunion
Saint-Denis,Reunion
Saint-Paul,Reunion
Saint-Pierre,Reunion
Alba,Romania
Arad,Romania
Arges,Romania
Bacău,Romania
Bihor,Romania
Bistrița-Năsăud,Romania
Botoșani,Romania
Braila,Romania
Brașov,Romania
Bucharest,Romania
Buzău,Romania
Călărași,Romania
Caraș-Severin,Romania
Cluj,Romania
Constanța,Romania
Covasna,Romania
Dâmbovița,Romania
Dolj,Romania
Galați,Romania
Giurgiu,Romania
Gorj,Romania
Harghita,Romania
Hunedoara,Romania
Ialomița,Romania
Iași,Romania
Ilfov,Romania
Maramureș,Romania
Mehedinți,Romania
Mureș,Romania
Neamț,Romania
Olt,Romania
Prahova,Romania
Sălaj,Romania
Satu Mare,Romania
Sibiu,Romania
Suceava,Romania
Teleorman,Romania
Timiș,Romania
Tulcea,Romania
Vâlcea,Romania
Vaslui,Romania
Vrancea,Romania
Adygea,Russia
Altai,Russia
Amur,Russia
Arkhangelsk,Russia
Astrakhan,Russia
Bashkortostan,Russia
Belgorod,Russia
Bryansk,Russia
Buryatia,Russia
Chechen,Russia
Chelyabinsk,Russia
Chukotka,Russia
Chuvash,Russia
Dagestan,Russia
Ingushetia,Russia
Ivanovo,Russia
Jewish,Russia
Kabardino-Balkar,Russia
Kaliningrad,Russia
Kalmykia,Russia
Kaluga,Russia
Kamchatka,Russia
Karachay-Cherkess,Russia
Karelia,Russia
Kemerovo,Russia
Khabarovsk,Russia
Khakassia,Russia
Khanty-Mansi,Russia
Kirov,Russia
Komi,Russia
Kostroma,Russia
Krasnodar,Russia
Krasnoyarsk,Russia
Kurgan,Russia
Kursk,Russia
Leningrad,Russia
Lipetsk,Russia
Magadan,Russia
Mari El,Russia
Mordovia,Russia
Moscow,Russia
Murmansk,Russia
Nenets,Russia
Nizhny Novgorod,Russia
North Ossetia-Alania,Russia
Novgorod,Russia
Novosibirsk,Russia
Omsk,Russia
Orenburg,Russia
Oryol,Russia
Penza,Russia
Perm,Russia
Primorsky,Russia
Pskov,Russia
Rostov,Russia
Ryazan,Russia
Saint Petersburg,Russia
Sakha,Russia
Sakhalin,Russia
Samara,Russia
Saratov,Russia
Smolensk,Russia
Stavropol,Russia
Sverdlovsk,Russia
Tambov,Russia
Tatarstan,Russia
Tomsk,Russia
Tula,Russia
Tuva,Russia
Tver,Russia
Tyumen,Russia
Udmurt,Russia
Ulyanovsk,Russia
Vladimir,Russia
Volgograd Oblast,Russia
Vologda,Russia
Voronezh,Russia
Yamalo-Nenets,Russia
Yaroslavl,Russia
Zabaykalsky,Russia
Eastern,Rwanda
Kigali,Rwanda
Northern,Rwanda
Southern,Rwanda
Western,Rwanda
Christ Church Nichola Town,Saint Kitts and Nevis
Saint Anne Sandy Point,Saint Kitts and Nevis
Saint George Gingerland,Saint Kitts and Nevis
Saint James Windward,Saint Kitts and Nevis
Saint John Capisterre,Saint Kitts and Nevis
Saint John Figtree,Saint Kitts and Nevis
Saint Mary Cayon,Saint Kitts and Nevis
Saint Paul Capisterre,Saint Kitts and Nevis
Saint Paul Charlestown,Saint Kitts and Nevis
Saint Peter Basseterre,Saint Kitts and Nevis
Saint Thomas Lowland,Saint Kitts and Nevis
Saint Thomas Middle Island,Saint Kitts and Nevis
Trinity Palmetto Point,Saint Kitts and Nevis
Anse la Raye,Saint Lucia
Canaries,Saint Lucia
Castries,Saint Lucia
Choiseul,Saint Lucia
Dennery,Saint Lucia
Gros Islet,Saint Lucia
Laborie,Saint Lucia
Micoud,Saint Lucia
Soufrière,Saint Lucia
Vieux Fort,Saint Lucia
Charlotte,Saint Vincent and the Grenadines
Grenadines,Saint Vincent and the Grenadines
Saint Andrew,Saint Vincent and the Grenadines
Saint David,Saint Vincent and the Grenadines
Saint George,Saint Vincent and the Grenadines
Saint Patrick,Saint Vincent and the Grenadines
A'ana,Samoa
Aiga-i-le-Tai,Samoa
Atua,Samoa
Gaga'ifomauga,Samoa
Palauli,Samoa
Tuamasaga,Samoa
Va'a-o-Fonoti,Samoa
Vaisigano,Samoa
Acquaviva,San Marino
Borgo Maggiore,San Marino
Chiesanuova,San Marino
Domagnano,San Marino
Faetano,San Marino
Fiorentino,San Marino
Montegiardino,San Marino
San Marino,San Marino
Serravalle,San Marino
Príncipe,Sao Tome and Principe
São Tomé,Sao Tome and Principe
'Asir,Saudi Arabia
Al Bahah,Saudi Arabia
Al Jawf,Saudi Arabia
Al Madinah,Saudi Arabia
Al-Qassim,Saudi Arabia
Eastern Province,Saudi Arabia
Ha'il,Saudi Arabia
Jizan,Saudi Arabia
Makkah,Saudi Arabia
Najran,Saudi Arabia
Northern Borders,Saudi Arabia
Riyadh,Saudi Arabia
Tabuk,Saudi Arabia
Dakar,Senegal
Diourbel Region,Senegal
Fatick,Senegal
Kaffrine,Senegal
Kaolack,Senegal
Kédougou,Senegal
Kolda,Senegal
Louga,Senegal
Matam,Senegal
Saint-Louis,Senegal
Sédhiou,Senegal
Tambacounda Region,Senegal
Thiès Region,Senegal
Ziguinchor,Senegal
Belgrade,Serbia
Bor,Serbia
Braničevo,Serbia
Central Banat,Serbia
Jablanica,Serbia
Kolubara,Serbia
Mačva,Serbia
Moravica,Serbia
Nišava,Serbia
North Bačka,Serbia
North Banat,Serbia
Pčinja,Serbia
Pirot,Serbia
Podunavlje,Serbia
Pomoravlje,Serbia
Rasina,Serbia
Raška,Serbia
South Bačka,Serbia
South Banat,Serbia
Srem,Serbia
Šumadija,Serbia
Toplica,Serbia
West Bačka,Serbia
Zaječar,Serbia
Zlatibor,Serbia
Anse Boileau,Seychelles
Anse Royale,Seychelles
Beau Vallon,Seychelles
Bel Ombre,Seychelles
Cascade,Seychelles
La Rivière Anglaise,Seychelles
Port Glaud,Seychelles
Takamaka,Seychelles
Eastern,Sierra Leone
Northern,Sierra Leone
Southern,Sierra Leone
Western,Sierra Leone
Central Singapore,Singapore
North East,Singapore
North West,Singapore
South East,Singapore
South West,Singapore
Banská Bystrica,Slovakia
Bratislava,Slovakia
Košice,Slovakia
Nitra,Slovakia
Prešov,Slovakia
Trenčín,Slovakia
Trnava,Slovakia
Žilina,Slovakia
Ajdovščina,Slovenia
Ankaran,Slovenia
Apače,Slovenia
Beltinci,Slovenia
Benedikt,Slovenia
Bistrica ob Sotli,Slovenia
Bled,Slovenia
Bloke,Slovenia
Bohinj,Slovenia
Borovnica,Slovenia
Bovec,Slovenia
Braslovče,Slovenia
Brda,Slovenia
Brežice,Slovenia
Brezovica,Slovenia
Cankova,Slovenia
Celje,Slovenia
Cerklje na Gorenjskem,Slovenia
Cerknica,Slovenia
Cerkno,Slovenia
Cerkvenjak,Slovenia
Črenšovci,Slovenia
Črna na Koroškem,Slovenia
Črnomelj,Slovenia
Destrnik,Slovenia
Divača,Slovenia
Dobje,Slovenia
Dobrepolje,Slovenia
Dobrna,Slovenia
Dobrova–Polhov Gradec,Slovenia
Dobrovnik,Slovenia
Dol pri Ljubljani,Slovenia
Dolenjske Toplice,Slovenia
Domžale,Slovenia
Dornava,Slovenia
Dravograd,Slovenia
Duplek,Slovenia
Gorenja Vas–Poljane,Slovenia
Gorišnica,Slovenia
Gornja Radgona,Slovenia
Gornji Grad,Slovenia
Gornji Petrovci,Slovenia
Grad,Slovenia
Grosuplje,Slovenia
Hajdina,Slovenia
Hoče–Slivnica,Slovenia
Hodoš,Slovenia
Horjul,Slovenia
Hrastnik,Slovenia
Hrpelje–Kozina,Slovenia
Idrija,Slovenia
Ig,Slovenia
Ilirska Bistrica,Slovenia
Ivančna Gorica,Slovenia
Izola,Slovenia
Jesenice,Slovenia
Jezersko,Slovenia
Juršinci,Slovenia
Kamnik,Slovenia
Kanal ob Soči,Slovenia
Kidričevo,Slovenia
Kobarid,Slovenia
Kobilje,Slovenia
Kočevje,Slovenia
Komen,Slovenia
Komenda,Slovenia
Koper,Slovenia
Kostel,Slovenia
Kozje,Slovenia
Kranj,Slovenia
Kranjska Gora,Slovenia
Križevci,Slovenia
Krško,Slovenia
Kungota,Slovenia
Kuzma,Slovenia
Laško,Slovenia
Lenart,Slovenia
Lendava,Slovenia
Litija,Slovenia
Ljubljana,Slovenia
Ljubno,Slovenia
Ljutomer,Slovenia
Logatec,Slovenia
Loška Dolina,Slovenia
Loški Potok,Slovenia
Lovrenc na Pohorju,Slovenia
Luče,Slovenia
Lukovica,Slovenia
Majšperk,Slovenia
Maribor,Slovenia
Markovci,Slovenia
Medvode,Slovenia
Mengeš,Slovenia
Metlika,Slovenia
Mežica,Slovenia
Miklavž na Dravskem Polju,Slovenia
Miren–Kostanjevica,Slovenia
Mirna Peč,Slovenia
Mislinja,Slovenia
Moravče,Slovenia
Moravske Toplice,Slovenia
Mozirje,Slovenia
Murska Sobota,Slovenia
Muta,Slovenia
Naklo,Slovenia
Nazarje,Slovenia
Nova Gorica,Slovenia
Novo Mesto,Slovenia
Odranci,Slovenia
Oplotnica,Slovenia
Ormož,Slovenia
Osilnica,Slovenia
Pesnica,Slovenia
Piran,Slovenia
Pivka,Slovenia
Podčetrtek,Slovenia
Podlehnik,Slovenia
Podvelka,Slovenia
Polzela,Slovenia
Postojna,Slovenia
Prebold,Slovenia
Preddvor,Slovenia
Prevalje,Slovenia
Ptuj,Slovenia
Puconci,Slovenia
Rače–Fram,Slovenia
Radeče,Slovenia
Radenci,Slovenia
Radlje ob Dravi,Slovenia
Radovljica,Slovenia
Ravne na Koroškem,Slovenia
Razkrižje,Slovenia
Renče–Vogrsko,Slovenia
Ribnica,Slovenia
Ribnica na Pohorju,Slovenia
Rogaška Slatina,Slovenia
Rogašovci,Slovenia
Rogatec,Slovenia
Ruše,Slovenia
Šalovci,Slovenia
Selnica ob Dravi,Slovenia
Semič,Slovenia
Šempeter–Vrtojba,Slovenia
Šenčur,Slovenia
Šentilj,Slovenia
Šentjernej,Slovenia
Šentjur,Slovenia
Šentrupert,Slovenia
Sevnica,Slovenia
Sežana,Slovenia
Škocjan,Slovenia
Škofja Loka,Slovenia
Škofljica,Slovenia
Slovenj Gradec,Slovenia
Slovenska Bistrica,Slovenia
Slovenske Konjice,Slovenia
Šmarje pri Jelšah,Slovenia
Šmarješke Toplice,Slovenia
Šmartno ob Paki,Slovenia
Šmartno pri Litiji,Slovenia
Sodražica,Slovenia
Solčava,Slovenia
Šoštanj,Slovenia
Središče ob Dravi,Slovenia
Starše,Slovenia
Štore,Slovenia
Straža,Slovenia
Sveta Ana,Slovenia
Sveta Trojica v Slovenskih Goricah,Slovenia
Sveti Andraž v Slovenskih Goricah,Slovenia
Sveti Jurij v Slovenskih Goricah,Slovenia
Sveti Tomaž,Slovenia
Tabor,Slovenia
Tišina,Slovenia
Tolmin,Slovenia
Trbovlje,Slovenia
Trebnje,Slovenia
Trnovska Vas,Slovenia
Tržič,Slovenia
Trzin,Slovenia
Turnišče,Slovenia
Velika Polana,Slovenia
Velike Lašče,Slovenia
Veržej,Slovenia
Videm,Slovenia
Vipava,Slovenia
Vitanje,Slovenia
Vodice,Slovenia
Vojnik,Slovenia
Vransko,Slovenia
Vrhnika,Slovenia
Vuzenica,Slovenia
Zagorje ob Savi,Slovenia
Žalec,Slovenia
Zavrč,Slovenia
Železniki,Slovenia
Žetale,Slovenia
Žiri,Slovenia
Žirovnica,Slovenia
Zreče,Slovenia
Žužemberk,Slovenia
Central,Solomon Islands
Guadalcanal,Solomon Islands
Isabel,Solomon Islands
Makira-Ulawa,Solomon Islands
Malaita,Solomon Islands
Temotu,Solomon Islands
Western,Solomon Islands
Bakool,Somalia
Banaadir,Somalia
Bari,Somalia
Bay,Somalia
Galguduud,Somalia
Gedo,Somalia
Hiran,Somalia
Lower Juba,Somalia
Lower Shebelle,Somalia
Middle Juba,Somalia
Middle Shebelle,Somalia
Mudug,Somalia
Nugal,Somalia
Sanaag,Somalia
Togdheer,Somalia
Eastern Cape,South Africa
Free State,South Africa
Gauteng,South Africa
KwaZulu-Natal,South Africa
Limpopo,South Africa
Mpumalanga,South Africa
North West,South Africa
Northern Cape,South Africa
Western Cape,South Africa
Busan,South Korea
Daegu,South Korea
Daejeon,South Korea
Gangwon,South Korea
Gwangju,South Korea
Gyeonggi,South Korea
Incheon,South Korea
Jeju,South Korea
North Chungcheong,South Korea
North Gyeongsang,South Korea
North Jeolla,South Korea
Sejong City,South Korea
Seoul,South Korea
South Chungcheong,South Korea
South Gyeongsang,South Korea
South Jeolla,South Korea
Ulsan,South Korea
Lakes,South Sudan
A Coruña,Spain
Albacete,Spain
Alicante,Spain
Almeria,Spain
Araba,Spain
Asturias,Spain
Ávila,Spain
Badajoz,Spain
Barcelona,Spain
Bizkaia,Spain
Burgos,Spain
Caceres,Spain
Cádiz,Spain
Cantabria,Spain
Castellón,Spain
Ciudad Real,Spain
Córdoba,Spain
Cuenca,Spain
Gipuzkoa,Spain
Girona,Spain
Granada,Spain
Guadalajara,Spain
Huelva,Spain
Huesca,Spain
Islas Baleares,Spain
Jaén,Spain
La Rioja,Spain
Las Palmas,Spain
León,Spain
Lleida,Spain
Lugo,Spain
Madrid,Spain
Málaga,Spain
Murcia,Spain
Navarra,Spain
Ourense,Spain
Palencia,Spain
Pontevedra,Spain
Salamanca,Spain
Santa Cruz de Tenerife,Spain
Segovia,Spain
Sevilla,Spain
Soria,Spain
Tarragona,Spain
Teruel,Spain
Toledo,Spain
Valencia,Spain
Valladolid,Spain
Zamora,Spain
Zaragoza,Spain
Central,Sri Lanka
Colombo,Sri Lanka
Eastern,Sri Lanka
Kandy,Sri Lanka
North Central,Sri Lanka
North Western,Sri Lanka
Northern,Sri Lanka
Sabaragamuwa,Sri Lanka
Southern,Sri Lanka
Uva,Sri Lanka
Western,Sri Lanka
Al Jazirah,Sudan
Al Qadarif,Sudan
Blue Nile,Sudan
Central Darfur,Sudan
East Darfur,Sudan
Kassala,Sudan
Khartoum,Sudan
North Darfur,Sudan
North Kordofan,Sudan
Northern,Sudan
Red Sea,Sudan
River Nile,Sudan
Sennar,Sudan
South Darfur,Sudan
South Kordofan,Sudan
West Darfur,Sudan
West Kordofan,Sudan
White Nile,Sudan
Brokopondo,Suriname
Commewijne,Suriname
Coronie,Suriname
Marowijne,Suriname
Nickerie,Suriname
Para,Suriname
Paramaribo,Suriname
Saramacca,Suriname
Wanica,Suriname
Blekinge,Sweden
Dalarna,Sweden
Gävleborg,Sweden
Gotland,Sweden
Halland,Sweden
Jönköping,Sweden
Kalmar,Sweden
Kronoberg,Sweden
Norrbotten,Sweden
Örebro,Sweden
Östergötland,Sweden
Skåne,Sweden
Södermanland,Sweden
Stockholm,Sweden
Uppsala,Sweden
Värmland,Sweden
Västerbotten,Sweden
Västernorrland,Sweden
Västmanland,Sweden
Västra Götaland,Sweden
Aargau,Switzerland
Appenzell Ausserrhoden,Switzerland
Appenzell Innerrhoden,Switzerland
Basel-Land,Switzerland
Basel-Stadt,Switzerland
Bern,Switzerland
Fribourg,Switzerland
Geneva,Switzerland
Glarus,Switzerland
Graubünden,Switzerland
Jura,Switzerland
Lucerne,Switzerland
Neuchâtel,Switzerland
Nidwalden,Switzerland
Obwalden,Switzerland
Schaffhausen,Switzerland
Schwyz,Switzerland
Solothurn,Switzerland
St. Gallen,Switzerland
Thurgau,Switzerland
Ticino,Switzerland
Uri,Switzerland
Valais,Switzerland
Vaud,Switzerland
Zug,Switzerland
Zürich,Switzerland
Al-Hasakah,Syria
Al-Raqqah,Syria
Aleppo,Syria
As-Suwayda,Syria
Damascus,Syria
Daraa,Syria
Deir ez-Zor,Syria
Hama,Syria
Homs,Syria
Idlib,Syria
Latakia,Syria
Quneitra,Syria
Rif Dimashq,Syria
Tartus,Syria
Changhua,Taiwan
Chiayi,Taiwan
Hsinchu,Taiwan
Hualien,Taiwan
Kaohsiung,Taiwan
Kinmen,Taiwan
Lienchiang,Taiwan
Miaoli,Taiwan
Nantou,Taiwan
Penghu,Taiwan
Pingtung,Taiwan
Taichung,Taiwan
Tainan,Taiwan
Taipei,Taiwan
Taitung,Taiwan
Taoyuan,Taiwan
Yilan,Taiwan
Yunlin,Taiwan
Gorno-Badakhshan,Tajikistan
Khatlon,Tajikistan
Nohiyahoi Tobei Jumhurí ,Tajikistan
Sughd ,Tajikistan
Arusha,Tanzania
Dar es Salaam,Tanzania
Dodoma,Tanzania
Geita,Tanzania
Iringa,Tanzania
Kagera,Tanzania
Katavi,Tanzania
Kigoma,Tanzania
Kilimanjaro,Tanzania
Lindi,Tanzania
Manyara,Tanzania
Mara,Tanzania
Mbeya,Tanzania
Morogoro,Tanzania
Mtwara,Tanzania
Mwanza,Tanzania
Njombe,Tanzania
Pemba North,Tanzania
Pemba South,Tanzania
Pwani,Tanzania
Rukwa,Tanzania
Ruvuma,Tanzania
Shinyanga,Tanzania
Simiyu,Tanzania
Singida,Tanzania
Songwe,Tanzania
Tabora,Tanzania
Tanga,Tanzania
Zanzibar North,Tanzania
Zanzibar South,Tanzania
Zanzibar West,Tanzania
Amnat Charoen,Thailand
Ang Thong,Thailand
Bangkok,Thailand
Bueng Kan,Thailand
Buri Ram,Thailand
Chachoengsao,Thailand
Chai Nat,Thailand
Chaiyaphum,Thailand
Chanthaburi,Thailand
Chiang Mai,Thailand
Chiang Rai,Thailand
Chon Buri,Thailand
Chumphon,Thailand
Kalasin,Thailand
Kamphaeng Phet,Thailand
Kanchanaburi,Thailand
Khon Kaen,Thailand
Krabi,Thailand
Lampang,Thailand
Lamphun,Thailand
Loei,Thailand
Lop Buri,Thailand
Mae Hong Son,Thailand
Maha Sarakham,Thailand
Mukdahan,Thailand
Nakhon Nayok,Thailand
Nakhon Pathom,Thailand
Nakhon Phanom,Thailand
Nakhon Ratchasima,Thailand
Nakhon Sawan,Thailand
Nakhon Si Thammarat,Thailand
Nan,Thailand
Narathiwat,Thailand
Nong Bua Lam Phu,Thailand
Nong Khai,Thailand
Nonthaburi,Thailand
Pathum Thani,Thailand
Pattani,Thailand
Phangnga,Thailand
Phatthalung,Thailand
Phayao,Thailand
Phetchabun,Thailand
Phetchaburi,Thailand
Phichit,Thailand
Phitsanulok,Thailand
Phra Nakhon Si Ayutthaya,Thailand
Phrae,Thailand
Phuket,Thailand
Prachin Buri,Thailand
Prachuap Khiri Khan,Thailand
Ranong,Thailand
Ratchaburi,Thailand
Rayong,Thailand
Roi Et,Thailand
Sa Kaeo,Thailand
Sakon Nakhon,Thailand
Samut Prakan,Thailand
Samut Sakhon,Thailand
Samut Songkhram,Thailand
Saraburi,Thailand
Satun,Thailand
Si Sa Ket,Thailand
Sing Buri,Thailand
Songkhla,Thailand
Sukhothai,Thailand
Suphan Buri,Thailand
Surat Thani,Thailand
Surin,Thailand
Tak,Thailand
Trang,Thailand
Trat,Thailand
Ubon Ratchathani,Thailand
Udon Thani,Thailand
Uthai Thani,Thailand
Uttaradit,Thailand
Yala,Thailand
Yasothon,Thailand
Bimini,The Bahamas
Cat Island,The Bahamas
Central Abaco,The Bahamas
Crooked Island,The Bahamas
East Grand Bahama,The Bahamas
Exuma,The Bahamas
Freeport,The Bahamas
Harbour Island,The Bahamas
Inagua,The Bahamas
Long Island,The Bahamas
Mayaguana,The Bahamas
New Providence,The Bahamas
North Abaco,The Bahamas
North Andros,The Bahamas
Ragged Island,The Bahamas
Rum Cay,The Bahamas
San Salvador Island,The Bahamas
Spanish Wells,The Bahamas
West Grand Bahama,The Bahamas
Banjul,The Gambia 
Central River,The Gambia 
Lower River,The Gambia 
North Bank,The Gambia 
Upper River,The Gambia 
West Coast,The Gambia 
Aileu,Timor-Leste
Ainaro,Timor-Leste
Baucau,Timor-Leste
Bobonaro,Timor-Leste
Cova Lima,Timor-Leste
Dili,Timor-Leste
Ermera,Timor-Leste
Lautém,Timor-Leste
Liquiçá,Timor-Leste
Manatuto,Timor-Leste
Manufahi,Timor-Leste
Viqueque,Timor-Leste
Centrale,Togo
Kara,Togo
Maritime,Togo
Plateaux,Togo
Savanes,Togo
Haʻapai,Tonga
ʻEua,Tonga
Niuas,Tonga
Tongatapu,Tonga
Vavaʻu,Tonga
Arima,Trinidad and Tobago
Chaguanas,Trinidad and Tobago
Couva-Tabaquite-Talparo,Trinidad and Tobago
Diego Martin,Trinidad and Tobago
Eastern Tobago,Trinidad and Tobago
Penal-Debe,Trinidad and Tobago
Point Fortin,Trinidad and Tobago
Port of Spain,Trinidad and Tobago
Princes Town,Trinidad and Tobago
San Fernando,Trinidad and Tobago
San Juan-Laventille,Trinidad and Tobago
Sangre Grande,Trinidad and Tobago
Siparia,Trinidad and Tobago
Tunapuna-Piarco,Trinidad and Tobago
Western Tobago,Trinidad and Tobago
Ariana,Tunisia
Béja,Tunisia
Ben Arous,Tunisia
Bizerte,Tunisia
Gabès,Tunisia
Gafsa,Tunisia
Jendouba,Tunisia
Kairouan,Tunisia
Kasserine,Tunisia
Kebili,Tunisia
Kef,Tunisia
Mahdia,Tunisia
Manouba,Tunisia
Medenine,Tunisia
Monastir,Tunisia
Nabeul,Tunisia
Sfax,Tunisia
Sidi Bouzid,Tunisia
Siliana,Tunisia
Sousse,Tunisia
Tataouine,Tunisia
Tozeur,Tunisia
Tunis,Tunisia
Zaghouan,Tunisia
Adana,Turkey
Adıyaman,Turkey
Afyonkarahisar,Turkey
Ağrı,Turkey
Aksaray,Turkey
Amasya,Turkey
Ankara,Turkey
Antalya,Turkey
Ardahan,Turkey
Artvin,Turkey
Aydın,Turkey
Balıkesir,Turkey
Bartın,Turkey
Batman,Turkey
Bayburt,Turkey
Bilecik,Turkey
Bingöl,Turkey
Bitlis,Turkey
Bolu,Turkey
Burdur,Turkey
Bursa,Turkey
Çanakkale,Turkey
Çankırı,Turkey
Çorum,Turkey
Denizli,Turkey
Diyarbakır,Turkey
Düzce,Turkey
Edirne,Turkey
Elazığ,Turkey
Erzincan,Turkey
Erzurum,Turkey
Eskişehir,Turkey
Gaziantep,Turkey
Giresun,Turkey
Gümüşhane,Turkey
Hakkâri,Turkey
Hatay,Turkey
Iğdır,Turkey
Isparta,Turkey
İstanbul,Turkey
İzmir,Turkey
Kahramanmaraş,Turkey
Karabük,Turkey
Karaman,Turkey
Kars,Turkey
Kastamonu,Turkey
Kayseri,Turkey
Kilis,Turkey
Kırıkkale,Turkey
Kırklareli,Turkey
Kırşehir,Turkey
Kocaeli,Turkey
Konya,Turkey
Kütahya,Turkey
Malatya,Turkey
Manisa,Turkey
Mardin,Turkey
Mersin,Turkey
Muğla,Turkey
Muş,Turkey
Nevşehir,Turkey
Niğde,Turkey
Ordu,Turkey
Osmaniye,Turkey
Rize,Turkey
Sakarya,Turkey
Samsun,Turkey
Şanlıurfa,Turkey
Siirt,Turkey
Sinop,Turkey
Sivas,Turkey
Şırnak,Turkey
Tekirdağ,Turkey
Tokat,Turkey
Trabzon,Turkey
Tunceli,Turkey
Uşak,Turkey
Van,Turkey
Yalova,Turkey
Yozgat,Turkey
Zonguldak,Turkey
Ahal,Turkmenistan
Ashgabat,Turkmenistan
Balkan,Turkmenistan
Daşoguz,Turkmenistan
Lebap,Turkmenistan
Mary,Turkmenistan
Funafuti,Tuvalu
Nanumanga,Tuvalu
Niutao Island Council,Tuvalu
Nui,Tuvalu
Nukufetau,Tuvalu
Vaitupu,Tuvalu
Central,Uganda
Eastern,Uganda
Northern,Uganda
Western,Uganda
Autonomous Republic of Crimea,Ukraine
Cherkaska,Ukraine
Chernihivska,Ukraine
Chernivetska,Ukraine
Dnipropetrovska,Ukraine
Donetska,Ukraine
Ivano-Frankivska,Ukraine
Kharkivska,Ukraine
Khersonska,Ukraine
Khmelnytska,Ukraine
Kirovohradska,Ukraine
Kyiv,Ukraine
Kyivska,Ukraine
Luhanska,Ukraine
Lvivska,Ukraine
Mykolaivska,Ukraine
Odeska,Ukraine
Poltavska,Ukraine
Rivnenska,Ukraine
Sevastopol,Ukraine
Sumska,Ukraine
Ternopilska,Ukraine
Vinnytska,Ukraine
Volynska,Ukraine
Zakarpatska,Ukraine
Zaporizka,Ukraine
Zhytomyrska,Ukraine
Abu Dhabi,United Arab Emirates
Ajman,United Arab Emirates
Dubai,United Arab Emirates
Fujairah,United Arab Emirates
Ras Al Khaimah,United Arab Emirates
Sharjah,United Arab Emirates
Umm Al Quwain,United Arab Emirates
England,United Kingdom
Hampshire,United Kingdom
Northern Ireland,United Kingdom
Scotland,United Kingdom
Wales,United Kingdom
Alabama,United States
Alaska,United States
Arizona,United States
Arkansas,United States
California,United States
Colorado,United States
Connecticut,United States
Delaware,United States
District of Columbia,United States
Florida,United States
Georgia,United States
Hawaii,United States
Idaho,United States
Illinois,United States
Indiana,United States
Iowa,United States
Kansas,United States
Kentucky,United States
Louisiana,United States
Maine,United States
Maryland,United States
Massachusetts,United States
Michigan,United States
Minnesota,United States
Mississippi,United States
Missouri,United States
Montana,United States
Nebraska,United States
Nevada,United States
New Hampshire,United States
New Jersey,United States
New Mexico,United States
New York,United States
North Carolina,United States
